Name,Date,Days since incident,Form of Incident,Key Motivation,Fatalities,Injured,Details/Description,Extra-Parliamentary Groups and Networks,PB Role,City,State/Province/Region,Country,Source,Source 2,Source 3,Date added,Note,Contested,Attachments,Location,Notes,Party,Party Name (from Party)
"Portland, Oregon, USA",6/30/18,1056,,,,,Rally,Proud Boys,Coattended,Portland,Oregon,USA,https://www.splcenter.org/hatewatch/2018/07/25/another-charlottesville-threats-violence-loom-over-upcoming-portland-proud-boys-patriot,,,18/5/2021 8:35am,,,,"Portland, Oregon, USA",🔵 eyJpIjoiT3JlZ29uIiwibyI6eyJzdGF0dXMiOiJPSyIsImZvcm1hdHRlZEFkZHJlc3MiOiJPcmVnb24sIFVTQSIsImxhdCI6NDMuODA0MTMzNCwibG5nIjotMTIwLjU1NDIwMTIsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjM5MTE3MzI4OTF9,,
"Toronto, Ontario, CA",6/3/18,1083,,,,,Border Protest,Proud Boys,Coattended,Toronto,Ontario,CA,https://anti-racistcanada.blogspot.com/2018/06/ronny-cameron-at-june-3-border-protest.html,,,18/5/2021 8:36am,,,,"Toronto, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTc2NTg0NX0=,,
" Bethlehem, Pennsylvania, USA",5/22/18,1095,,,,,Stalking and Intimidation Attempt of Vic Berger,Proud Boys,Organized, Bethlehem,Pennsylvania,USA," https://www.huffpost.com/entry/far-right-proud-boys-menaced-twitter-user-on-his-doorstep_n_5b06de68e4b07c4ea1060e92?guccounter=1&guce_referrer=aHR0cHM6Ly90LmNvLzVXR2NYOVMwdTE&guce_referrer_sig=AQAAAL2N9Qu9vit9Ep2UxWmteQxkaOYyHCnqPYgQGA3KXarrozXCsUkMWW-BLa8HQJcnZ6La0OzmSWhhPGOovR8pUMGq9lqRAKiP8moafvqU8ujVhUwIYgYezaNQFFNwkbGSLeF3Ke4ReLG08uIhpOfDymhTWPpNTySd7MrDTwQQ2I1j
",,,18/5/2021 8:59am,,,," Bethlehem, Pennsylvania, USA",🔵 eyJpIjoiUGVubnN5bHZhbmlhIiwibyI6eyJzdGF0dXMiOiJPSyIsImZvcm1hdHRlZEFkZHJlc3MiOiJQZW5uc3lsdmFuaWEsIFVTQSIsImxhdCI6NDEuMjAzMzIxNiwibG5nIjotNzcuMTk0NTI0NywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMzE1MjYwOX0=,,
"Vancouver, Washington, USA",5/11/18,1106,,,,,Assault of Michaael Mosley,Proud Boys,Coattended,Vancouver,Washington,USA,https://www.columbian.com/news/2018/aug/19/altercation-at-mall-between-proud-boy-teen-still-simmers/,,,18/5/2021 8:36am,,,,"Vancouver, Washington, USA",🔵 eyJpIjoiV2FzaGluZ3RvbiIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiV2FzaGluZ3RvbiwgVVNBIiwibGF0Ijo0Ny43NTEwNzQxLCJsbmciOi0xMjAuNzQwMTM4NSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTc2NzQ3MX0=,,
"Portland, Oregon, USA",4/29/18,1118,,,,,Protests,Proud Boys,Coattended,Portland,Oregon,USA,https://www.wweek.com/news/2017/04/26/right-wing-group-plans-free-speech-march-in-wake-of-east-portland-parade-cancellation/,,,18/5/2021 8:58am,,,,"Portland, Oregon, USA",🔵 eyJpIjoiT3JlZ29uIiwibyI6eyJzdGF0dXMiOiJPSyIsImZvcm1hdHRlZEFkZHJlc3MiOiJPcmVnb24sIFVTQSIsImxhdCI6NDMuODA0MTMzNCwibG5nIjotMTIwLjU1NDIwMTIsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjM5MTMxMjIzMDR9,,
"Quebec, Quebec, CA",4/28/18,1119,,,,,PEGIDA vs Antifa Rally,"Proud Boys,Pegida",Coattended,Quebec,Quebec,CA,"https://www.youtube.com/watch?v=_BR59rT950M 
http://anti-racistcanada.blogspot.com/2018/05/doug-fords-support-among-white.html",,,18/5/2021 8:35am,,,,"Quebec, Quebec, CA",🔵 eyJpIjoiUXVlYmVjIiwibyI6eyJzdGF0dXMiOiJPSyIsImZvcm1hdHRlZEFkZHJlc3MiOiJRdWViZWMgQ2l0eSwgUUMsIENhbmFkYSIsImxhdCI6NDYuODEzODc4MywibG5nIjotNzEuMjA3OTgwOSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTc0MjMwOX0=,,
"Berkeley, California, USA",4/17/18,1130,,,,,The Next Battle of Berkeley,Proud Boys,Coattended,Berkeley,California,USA,https://www.splcenter.org/hatewatch/2017/04/17/far-right-descends-berkeley-free-speech-and-planned-violence,,,19/5/2021 1:10pm,,,,"Berkeley, California, USA",🔵 eyJpIjoiQ2FsaWZvcm5pYSIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiQ2FsaWZvcm5pYSwgVVNBIiwibGF0IjozNi43NzgyNjEsImxuZyI6LTExOS40MTc5MzI0LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlzalUzT2ZnNHpBYU93bCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRrYzNDM0NBYzhiVmp1USJ9LCJlIjoxNjI0MDE0NjUyNTM5fQ==,,
"Portland, Oregon, USA",4/3/18,1144,,,,,Freedom and Courage Rally,Proud Boys,Coattended,Portland,Oregon,USA,https://katu.com/news/local/photos-freedom-and-courage-rally-turns-to-riot-as-protesting-groups-clash-in-portland?fbclid=IwAR37_o34fx4IKmEFBxkAsO6e2NZQjU8WX4qoCxm09M8GuGU9uSZEfTKTPN8,https://www.wweek.com/news/2017/06/23/far-right-protesters-will-return-to-portland-for-freedom-march-during-waterfront-blues-festival/,,19/5/2021 1:11pm,,,,"Portland, Oregon, USA",🔵 eyJpIjoiT3JlZ29uIiwibyI6eyJzdGF0dXMiOiJPSyIsImZvcm1hdHRlZEFkZHJlc3MiOiJPcmVnb24sIFVTQSIsImxhdCI6NDMuODA0MTMzNCwibG5nIjotMTIwLjU1NDIwMTIsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjQwMTQ3MTA2MjN9,,
"Toronto, Ontario, CA",3/25/18,1153,,,,,Patriot Walk,Proud Boys,Organized,Toronto,Ontario,CA,"http://anti-racistcanada.blogspot.com/2018/03/confrontation-taking-place-near-tower.html 
http://anti-racistcanada.blogspot.com/2018/03/proud-boys-in-hamilton-closer-look-at.html 
https://www.cbc.ca/news/canada/hamilton/hamilton-protests-victoria-park-1.4592570 https://north-shore.info/2018/04/03/tower-defence-holding-space-against-the-far-right/",,,18/5/2021 8:59am,,,,"Toronto, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMzE2MDM0N30=,,
"Ottawa, Ontario, CA",3/24/18,1154,,,,,Janice Fiamengo Lecture,Proud Boys,Coattended,Ottawa,Ontario,CA,"https://ottawacitizen.com/news/local-news/protesters-disrupt-lecture-by-uottawa-anti-feminist-at-ottawa-public-library 
https://twitter.com/JaniceFiamengo/status/1073610086260633604",,,19/5/2021 1:11pm,,,,"Ottawa, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyNDAxNDY3NDUxNn0=,,
"Salem, Oregon, USA",3/4/18,1174,,,,,Stone asked Proud Boys for personal security,Proud Boys,Coattended,Salem,Oregon,USA,https://www.wweek.com/news/2018/03/07/right-wing-provocateur-roger-stone-asked-proud-boys-for-protection-at-dorchester-conference-last-weekend/                                                                                 ,,,18/5/2021 8:36am,,,,"Salem, Oregon, USA",🔵 eyJpIjoiT3JlZ29uIiwibyI6eyJzdGF0dXMiOiJPSyIsImZvcm1hdHRlZEFkZHJlc3MiOiJPcmVnb24sIFVTQSIsImxhdCI6NDMuODA0MTMzNCwibG5nIjotMTIwLjU1NDIwMTIsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjM5MTE4MTA4NDF9,,
"Ottowa, Canada, CA",2/18/18,1188,,,,,Hijab Hoax,Proud Boys,Coattended,Ottowa,Canada,CA,"https://torontoist.com/2018/03/eye-hate-hijab-hoax-fuels-alt-right-protests/  
https://www.thestar.com/opinion/star-columnists/2018/03/02/continuing-anger-toward-hijab-hoax-is-about-denial-of-innocence-to-muslim-kids.htmlhttps://torontoist.com/2018/03/eye-hate-hijab-hoax-fuels-alt-right-protests/
 http://anti-racistcanada.blogspot.com/2018/02/anti-muslim-hate-rally-on-parliament.html ",,,18/5/2021 8:35am,,,,"Ottowa, Canada, CA",🔵 eyJpIjoiQ2FuYWRhIiwibyI6eyJzdGF0dXMiOiJPSyIsImZvcm1hdHRlZEFkZHJlc3MiOiJDYW5hZGEiLCJsYXQiOjU2LjEzMDM2NiwibG5nIjotMTA2LjM0Njc3MSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTc1NDU3OX0=,,
"Seattle, Washington, USA",2/12/18,1194,,,,,Rally,Proud Boys,Coattended,Seattle,Washington,USA,https://www.splcenter.org/hatewatch/2018/02/12/patriot-prayer-whips-anger-seattle-not-much-crowd,,,18/5/2021 8:37am,,,,"Seattle, Washington, USA",🔵 eyJpIjoiV2FzaGluZ3RvbiIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiV2FzaGluZ3RvbiwgVVNBIiwibGF0Ijo0Ny43NTEwNzQxLCJsbmciOi0xMjAuNzQwMTM4NSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTgyNTg0NH0=,,
"Bellingham, Washington, USA",2/3/18,1203,,,,,Bar,Proud Boys,Targeted,Bellingham,Washington,USA,https://twitter.com/BLFsea/status/1051538501089415168,,,18/5/2021 8:38am,,,,"Bellingham, Washington, USA",🔵 eyJpIjoiV2FzaGluZ3RvbiIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiV2FzaGluZ3RvbiwgVVNBIiwibGF0Ijo0Ny43NTEwNzQxLCJsbmciOi0xMjAuNzQwMTM4NSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTg5MzkxOX0=,,
"Ottawa, Ontario, CA",1/27/18,1210,Harrasment,,,,"PEGIDA Rally Counter Protestors held memorial to victims of 
Quebec City Mosque Massacre 
Mel Lastman","Proud Boys,Pegida",Coattended,Ottawa,Ontario,CA,"http://anti-racistcanada.blogspot.com/2018/01/far-right-attacks-on-antifascist.html 
http://anti-racistcanada.blogspot.com/2018/01/anti-muslim-protesters-outnumbered-in.html",,,18/5/2021 8:37am,,,,"Ottawa, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTg2MTAzM30=,,
"Ottawa, Ontario, CA",1/27/18,1210,Harrasment,,,,"PEGIDA Rally Counter Protestors held memorial to victims of 
Quebec City Mosque Massacre 
Mel Lastman","Proud Boys,Pegida",Coattended,Ottawa,Ontario,CA,"http://anti-racistcanada.blogspot.com/2018/01/far-right-attacks-on-antifascist.html 
http://anti-racistcanada.blogspot.com/2018/01/anti-muslim-protesters-outnumbered-in.html",,,18/5/2021 8:58am,,,,"Ottawa, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMzExOTMyMX0=,,
"Toronto, Ontario, CA",1/20/18,1217,,,,,Border Protest,Proud Boys,Organized,Toronto,Ontario,CA,http://anti-racistcanada.blogspot.com/2018/01/ronny-cameron-off-rails-part-3.html,,,18/5/2021 8:43am,,,,"Toronto, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMjIzNTg2Mn0=,,
"Brantford , Ontario, CA",1/10/18,1227,,,,,Trudeau Town Hall,Proud Boys,Targeted,Brantford ,Ontario,CA,"https://www.youtube.com/watch?v=-anj-9_mSyg 
https://www.cbc.ca/news/politics/hamilton-trudeau-town-hall-1.4481025",,,18/5/2021 8:38am,,,,"Brantford , Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTg4MTQxOX0=,,
"Toronto, Ontario, CA",12/17/17,1251,,,,,Pamela Gellar Speech at Canada Christian College,Proud Boys,Coattended,Toronto,Ontario,CA,"https://torontoist.com/2018/01/prominent-islamophobe-pamela-geller-visits-toronto/
http://www.jdl-canada.com/tag/pamela-geller/",,,18/5/2021 8:58am,,,,"Toronto, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMzExNzMxNn0=,,
"Toronto, Ontario, CA",11/24/17,1274,,,,,Free Speech Rally,Proud Boys,Organized,Toronto,Ontario,CA,https://thehamiltoninstitute.noblogs.org/post/2017/11/26/proud-boys-shut-down-in-brantford-ontario/ https://www.thesputnik.ca/proud-boys-rally-challenged/,,,18/5/2021 8:58am,,,,"Toronto, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMzExODMwNn0=,,
"Brantford , Ontario, CA",11/21/17,1277,,,,,Wilfrid Laurier Students,Proud Boys,Targeted,Brantford ,Ontario,CA,"https://www.thesputnik.ca/controversy-on-campus-starts-debate/ 
https://www.change.org/p/statement-of-support-for-wlu-campus-antifascist-network-stop-proud-boys-from-intimidating-and-bullying-at-laurier",,,18/5/2021 8:38am,,,,"Brantford , Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTg5MDQyOH0=,,
"Vancouver, British Columbia, CA",11/12/17,1286,,,,,Staff threatened after member of controversial Proud Boys club assaulted inside Vancouver bar,Proud Boys,Targeted,Vancouver,British Columbia,CA,https://vancouversun.com/news/local-news/vancouver-bar-receives-death-threats-from-proud-boys-supporters-after-altercation,,,18/5/2021 8:58am,,,,"Vancouver, British Columbia, CA",🔵 eyJpIjoiQnJpdGlzaCBDb2x1bWJpYSIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiQnJpdGlzaCBDb2x1bWJpYSwgQ2FuYWRhIiwibGF0Ijo1My43MjY2NjgzLCJsbmciOi0xMjcuNjQ3NjIwNSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMzExNTA2NH0=,,
"Williamsburgh, New York, USA",11/8/17,1290,,,,,Fighting With Media and Academics,Proud Boys,Targeted,Williamsburgh,New York,USA,https://officialproudboys.com/proud-boys/fighting-media-academics/,,,18/5/2021 8:35am,,,,"Williamsburgh, New York, USA",🔵 eyJpIjoiTmV3IFlvcmsiLCJvIjp7InN0YXR1cyI6Ik9LIiwiZm9ybWF0dGVkQWRkcmVzcyI6Ik5ldyBZb3JrLCBOWSwgVVNBIiwibGF0Ijo0MC42OTc0ODgxLCJsbmciOi03My45Nzk2ODEsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjM5MTE3NTY4MTR9,,
"Brantford , Ontario, CA",10/21/17,1308,,,,,Demonstration in Nathan Phillips Square,Proud Boys,Coattended,Brantford ,Ontario,CA,"https://web.archive.org/web/20171026003155/https://torontoist.com/2017/10/hatewatch-nazis-in-nathan-phillips-square/ 
https://anti-racistcanada.blogspot.com/2017/10/october-21-2017-toronto-anti-government.html https://www.youtube.com/watch?v=iIxIRCir2S0",,,18/5/2021 8:38am,,,,"Brantford , Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTkyMTk1MH0=,,
"Toronto, Ontario, CA",9/30/17,1329,,,,,Storm Alliance BBQ,Proud Boys,Coattended,Toronto,Ontario,CA,"http://anti-racistcanada.blogspot.com/2017/10/right-wing-reflect-on-september-30th.html  
https://officialproudboys.com/proud-boys/canadian-proud-boys-get-4th-degrees/ https://anti-racistcanada.blogspot.com/2017/09/september-30-anti-governmentanti.html",,,18/5/2021 8:37am,,,,"Toronto, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTg3MzQzNH0=,,
"Toronto, Ontario, CA",9/16/17,1343,,,,,Proud Boy Kicked Out From Unlovable Bar,Proud Boys,Individual Group Member Involvement,Toronto,Ontario,CA,https://www.blogto.com/city/2017/09/toronto-bar-proud-boys/,,,19/5/2021 1:11pm,,,,"Toronto, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyNDAxNDY3NzAyNH0=,,
"Vancouver, Washington, USA",9/7/17,1352,,,,,Peaceful March For Freedom,Proud Boys,Coattended,Vancouver,Washington,USA,https://www.splcenter.org/hatewatch/2017/09/12/patriot-prayer-rally-again-heavily-outnumbered-again-ends-violence-close-call,,,18/5/2021 8:37am,,,,"Vancouver, Washington, USA",🔵 eyJpIjoiV2FzaGluZ3RvbiIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiV2FzaGluZ3RvbiwgVVNBIiwibGF0Ijo0Ny43NTEwNzQxLCJsbmciOi0xMjAuNzQwMTM4NSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTgzMDM0MX0=,,
"San Francisco, California, USA",8/26/17,1364,,,,,Free Speech Rally,Proud Boys,Coattended,San Francisco,California,USA,https://www.wweek.com/news/2017/04/26/right-wing-group-plans-free-speech-march-in-wake-of-east-portland-parade-cancellation/,,,18/5/2021 8:38am,,,,"San Francisco, California, USA",🔵 eyJpIjoiQ2FsaWZvcm5pYSIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiQ2FsaWZvcm5pYSwgVVNBIiwibGF0IjozNi43NzgyNjEsImxuZyI6LTExOS40MTc5MzI0LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlzalUzT2ZnNHpBYU93bCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRrYzNDM0NBYzhiVmp1USJ9LCJlIjoxNjIzOTExOTEyNDQ3fQ==,,
"Toronto, Ontario, CA",8/23/17,1367,,,,,Protest Against Racism in Front of the US Embassy,Proud Boys,Targeted,Toronto,Ontario,CA,https://anti-racistcanada.blogspot.com/2017/09/guest-article-update-on-white.html https://www.facebook.com/events/120887468559330/?active_tab=discussion,,,18/5/2021 8:38am,,,,"Toronto, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTkwNTQ1OX0=,,
"Seattle, Washington, USA",8/15/17,1375,,,,,"Rally
",Proud Boys,Coattended,Seattle,Washington,USA,https://www.splcenter.org/hatewatch/2017/08/15/seattle-patriot-prayer-rally-takes-twist-leader-gibson-denounces-supremacists,,,18/5/2021 8:38am,,,,"Seattle, Washington, USA",🔵 eyJpIjoiV2FzaGluZ3RvbiIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiV2FzaGluZ3RvbiwgVVNBIiwibGF0Ijo0Ny43NTEwNzQxLCJsbmciOi0xMjAuNzQwMTM4NSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTkwODQyN30=,,
